Scam_Platform,Syndicate_group,Address_L0,CrytoType,Balance,symbol,currency_address,address,Receive,Receive_USD,First_Receive_Date,Spend,Spend_USD,Last_Spend_Date,Balance_USD,urlscan_records,IP,IP_owner,ASN
https://www.weilanwang.cc/cvJOQ4,FunNull,0xa9b0c5742f8e011cf7ed484903be5d813a93a004,ETH-USDT,,USDC,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0xa9b0c5742f8e011cf7ed484903be5d813a93a004,782.277659,784.4968426,1/25/2021 16:07,782.277659,784.4968426,4/20/2021 16:46,,,,,
https://www.weilanwang.cc/cvJOQ5,FunNull,0x27931128eabfa28a4072e7ae35ed20f1599529b9,ETH-USDT,,USDT,0xdac17f958d2ee523a2206206994597c13d831ec7,0x27931128eabfa28a4072e7ae35ed20f1599529b9,482332.3605,482828.6805,1/27/2021 0:04,482332.3605,482828.6805,3/20/2021 14:53,,,,,
https://www.weilanwang.cc/cvJOQ5,FunNull,0x27931128eabfa28a4072e7ae35ed20f1599529b9,ETH-USDT,,ETH,-,0x27931128eabfa28a4072e7ae35ed20f1599529b9,108.380305,176899.1221,1/27/2021 0:04,108.380305,176899.1221,3/20/2021 14:53,,,,,
https://www.weilanwang.cc/cvJOQ6,FunNull,38pFXtBYEJBRzHZN2TquZC9tDSFYvPcpqi,BTC,0,BTC,,38pFXtBYEJBRzHZN2TquZC9tDSFYvPcpqi,6.08131882,212870.9832,12/31/2020,6.08131882,240972.8608,3/20/2021,-28101.87761,,,,
https://www.huntinglobal.com,FunNull,3Byq9XzFqCkcjmqvN13iXdQVTdBkZzep3A,BTC,5.47E-06,BTC,,3Byq9XzFqCkcjmqvN13iXdQVTdBkZzep3A,7.26496475,361163.9281,4/6/2021,7.26495928,362315.5845,5/28/2021,-1151.656358,,,,
https://www.huntinglobal.com,FunNull,0x33Bc5Fdc52D4155e84FEc8f11624e6753FF39220,ETH-USDT,,USDT,0xdac17f958d2ee523a2206206994597c13d831ec7,0x33bc5fdc52d4155e84fec8f11624e6753ff39220,332409.1725,332718.1149,4/3/2021 15:31,332409.1725,332718.1149,5/28/2021 20:44,,,,,
https://www.huntinglobal.com,FunNull,0x33Bc5Fdc52D4155e84FEc8f11624e6753FF39220,ETH-USDT,,ETH,-,0x33bc5fdc52d4155e84fec8f11624e6753ff39220,26.88302141,67415.47344,4/3/2021 15:31,26.88302141,67415.47344,5/28/2021 20:44,,,,,
https://www.huntinglobal.com,FunNull,0x806f0d79E0c04DBF3F7EcAe8b808e613A890239E,ETH-USDT,,USDT,0xdac17f958d2ee523a2206206994597c13d831ec7,0x806f0d79e0c04dbf3f7ecae8b808e613a890239e,700390.6073,700609.1074,6/4/2021 7:59,700390.6073,700609.1074,7/10/2021 1:29,,,,,
https://www.huntinglobal.com,FunNull,0x806f0d79E0c04DBF3F7EcAe8b808e613A890239E,ETH-USDT,,ETH,-,0x806f0d79e0c04dbf3f7ecae8b808e613a890239e,91.78060096,191487.2444,6/4/2021 7:59,91.78060096,191487.2444,7/10/2021 1:29,,,,,
https://www.macoofx.com,MT5,0x889BaA13FB585C84DF33ED428E7E807aF60dce9b,ETH-USDT,,ETH,-,0x889baa13fb585c84df33ed428e7e807af60dce9b,562.5737222,1755103.543,4/2/2021 11:05,562.5737222,1755103.543,6/8/2021 6:09,,,,,
https://www.macoofx.com,MT5,0x889BaA13FB585C84DF33ED428E7E807aF60dce9b,ETH-USDT,,USDT,0xdac17f958d2ee523a2206206994597c13d831ec7,0x889baa13fb585c84df33ed428e7e807af60dce9b,408854.3325,409266.9528,4/2/2021 11:05,408854.3325,409266.9528,6/8/2021 6:09,,,,,
https://www.gpwtrad.com,FunNull,3MVHM4MZyMqSniJuV2nKQvh4syCtKUqsHc,BTC,5.47E-06,BTC,,3MVHM4MZyMqSniJuV2nKQvh4syCtKUqsHc,70.80471474,2515035.082,5/29/2021,70.80470927,2514921.58,6/27/2021,113.5020828,,,,
https://www.ceuuja.vip/ExMarkets,Cloudfront,0x0b1F5F5f327F6d9D617a1e1631576202D36BE9c1,ETH-USDT,,ETH,-,0x0b1f5f5f327f6d9d617a1e1631576202d36be9c1,1490.957314,2537376.015,1/27/2021 23:37,1490.957314,2537376.015,4/11/2021 16:11,,,,,
https://www.ceuuja.vip/ExMarkets,Cloudfront,0x0b1F5F5f327F6d9D617a1e1631576202D36BE9c1,ETH-USDT,,USDT,0xdac17f958d2ee523a2206206994597c13d831ec7,0x0b1f5f5f327f6d9d617a1e1631576202d36be9c1,639466.7963,639886.5252,1/27/2021 23:37,639466.7963,639886.5252,4/11/2021 16:11,,,,,
https://www.ceuuja.vip/ExMarkets,Cloudfront,3FEvSkQJn5Wq15WJSoQvUJ4xQeQ8GFLcGH,BTC,0,BTC,,3FEvSkQJn5Wq15WJSoQvUJ4xQeQ8GFLcGH,46.38738129,2537863.565,4/2/2021,46.38738129,2536711.377,5/30/2021,1152.188218,,,,
https://www.ceuuja.vip/ExMarkets,Cloudfront,0x2EfcB2259F1F42F1865805D6990A87175fb5bAc1,ETH-USDT,,ETH,-,0x2efcb2259f1f42f1865805d6990a87175fb5bac1,813.5173238,2086979.258,4/2/2021 13:16,813.5173238,2086979.258,6/9/2021 7:17,,,,,
https://www.ceuuja.vip/ExMarkets,Cloudfront,0x2EfcB2259F1F42F1865805D6990A87175fb5bAc1,ETH-USDT,,USDT,0xdac17f958d2ee523a2206206994597c13d831ec7,0x2efcb2259f1f42f1865805d6990a87175fb5bac1,1244964.509,1246646.126,4/2/2021 13:16,1244964.509,1246646.126,6/9/2021 7:17,,,,,
https://www.yeekex.com,Polkaswaps,0x45ac0e3be7afd4fac57aac834c4f26fce1484010,ETH-USDT,,USDT,0xdac17f958d2ee523a2206206994597c13d831ec7,0x45ac0e3be7afd4fac57aac834c4f26fce1484010,8195602.624,8199044.688,3/25/2021 10:06,8195602.624,8199044.688,9/20/2022 9:18,,,,,
https://www.yeekex.com,Polkaswaps,0x45ac0e3be7afd4fac57aac834c4f26fce1484010,ETH-USDT,,ETH,-,0x45ac0e3be7afd4fac57aac834c4f26fce1484010,205.771189,629825.85,3/25/2021 10:06,205.771189,629825.85,9/20/2022 9:18,,,,,
https://www.yeekex.com,Polkaswaps,0x45ac0e3be7afd4fac57aac834c4f26fce1484010,ETH-USDT,,USDC,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0x45ac0e3be7afd4fac57aac834c4f26fce1484010,1084007.458,1084908.944,3/25/2021 10:06,1084007.458,1084908.944,9/20/2022 9:18,,,,,
https://www.yeekex.com,Polkaswaps,0x45ac0e3be7afd4fac57aac834c4f26fce1484010,ETH-USDT,,FF9.io,0x34278f6f40079eae344cbac61a764bcf85afc949,0x45ac0e3be7afd4fac57aac834c4f26fce1484010,250000,0,3/25/2021 10:06,250000,0,9/20/2022 9:18,,,,,
https://www.yeekex.com,Polkaswaps,0x45ac0e3be7afd4fac57aac834c4f26fce1484010,ETH-USDT,,KHEX.net,0x4af9ab04615cb91e2ee8cbedb43fb52ed205041b,0x45ac0e3be7afd4fac57aac834c4f26fce1484010,242321,0,3/25/2021 10:06,242321,0,9/20/2022 9:18,,,,,
https://www.yeekex.com,Polkaswaps,0x45ac0e3be7afd4fac57aac834c4f26fce1484010,ETH-USDT,,aWETH.io,0xfba4e75a05c132f313119eb8945e9ada4f6ca97f,0x45ac0e3be7afd4fac57aac834c4f26fce1484010,74204,0,3/25/2021 10:06,74204,0,9/20/2022 9:18,,,,,
https://www.yeekex.com,Polkaswaps,0x45ac0e3be7afd4fac57aac834c4f26fce1484010,ETH-USDT,,akSwap.io,0x82dfdb2ec1aa6003ed4acba663403d7c2127ff67,0x45ac0e3be7afd4fac57aac834c4f26fce1484010,250000,0,3/25/2021 10:06,250000,0,9/20/2022 9:18,,,,,
https://www.yeekex.com,Polkaswaps,0x45ac0e3be7afd4fac57aac834c4f26fce1484010,ETH-USDT,,asol.site,0x69d732f50e248d4b825d524fedeb0d7ce3d76352,0x45ac0e3be7afd4fac57aac834c4f26fce1484010,2508,0,3/25/2021 10:06,2508,0,9/20/2022 9:18,,,,,
https://down.ghjdfbh.com:3268/hXIO.app,ddos2naive,0xe62fbf495a4a046b576b2271b8a56ded4be74e74,ETH-USDT,,ETH,-,0xe62fbf495a4a046b576b2271b8a56ded4be74e74,184.0618744,490390.4606,2/4/2021 15:16,184.0618744,490390.4606,10/17/2021 9:01,,,,,
https://down.ghjdfbh.com:3268/hXIO.app,ddos2naive,0xe62fbf495a4a046b576b2271b8a56ded4be74e74,ETH-USDT,,USDT,0xdac17f958d2ee523a2206206994597c13d831ec7,0xe62fbf495a4a046b576b2271b8a56ded4be74e74,387749.3518,388106.7493,2/4/2021 15:16,387749.3518,388106.7493,10/17/2021 9:01,,,,,
