address,Receive,Receive_USD,First_Receive_Date,Spend,Spend_USD,Last_Spend_Date,Balance,Balance_USD
3BjDhNAVr5CQndG56PWgE75Vtr5zGhT7EA,40.52763915,2099217.984,10/27/2021,40.52763915,2096222.703,3/27/2022,0,2995.280437
3CJvPTDQUq8NeTje32UCdMspJniYxZAkt6,14.02216523,627658.5801,11/22/2021,14.02214066,629691.5389,8/9/2022,2.46E-05,-2032.958795
3CibbVzuezGSMNYwnLhqwTLL4zU1UGPkrU,37.22486361,1967675.349,10/6/2021,37.20407555,1964820.193,3/28/2022,0.02078806,2855.155989
3CsZr2iKa1BMEsA7xGRwb8mFmJgsYfbFew,10.58610775,238669.7566,6/8/2022,10.58610775,223964.8641,6/23/2022,0,14704.89257
3E5Xtgcwdp3FNVGmwtdUB3UgKRC9S6UvXv,0.58189839,25489.51363,2/11/2022,0.58189839,25293.15674,3/3/2022,0,196.3568881
3ESVJG9cnQkWbBUWvmxnLEwF7xxpLTLKW8,11.42965668,475142.2511,12/27/2021,11.42965668,475794.339,4/25/2022,0,-652.087874
3EoRr3VGiKqkATLiwX1DtkzN1WDRDRFaFu,37.00525896,1798009.045,11/11/2021,37.00525896,1801627.3,4/30/2022,0,-3618.254289
3FnfEfzkKneJ8vfSwUzre8pLM7GU1h7Chx,31.50856164,1590622.397,10/8/2021,31.50856164,1588884.543,2/1/2022,0,1737.85446
3GKJUsJKTAU3EjPGeZBst5u2mfRj5Wj7Ro,36.96295646,832304.6707,5/15/2022,36.96295646,836956.2852,1/8/2023,0,-4651.614529
3JzBFAMmDkb7BVifqvvMJjdWUzmCucGGo1,1.67274718,79830.85909,8/26/2021,1.67274718,80071.22521,1/10/2022,0,-240.3661175
3KdUnS6tfHyeK9dNX7noSjXqiuWTTruCRe,6.14487237,314723.6719,11/4/2021,6.14487237,314722.7791,12/31/2021,0,0.892809545
3Lhuja56AWsguhfKi1c18DyUd8iUAmiBEi,0.06770433,1484.611227,6/7/2022,0.06770433,1294.39677,7/4/2022,0,190.2144566
3LsMonbh16jC4LCE5kqVpCSGK6c3HexB8x,20.32136958,833980.0218,2/17/2022,20.32136958,836590.2508,4/6/2022,0,-2610.229004
3NndEqhn9qtrv722KqHE1dAzpDvQv5JJEq,9.02069235,359152.2677,4/17/2021,9.02069235,350435.0863,9/28/2021,0,8717.18135
3PF6G9Ri7n1nVrh9HWoSks62PZnAhUSxdd,14.95816821,551959.8862,2/12/2022,14.95816821,562520.7545,5/25/2022,0,-10560.86839
13aZo6xPX7nFygpcNwTeXLujv51iuR1qo8,0.00443867,190.5847863,3/22/2022,0.00443867,190.0280626,3/22/2022,0,0.556723652
13ieNCWQvvqa9jZxNd36PgdeEt9CGvihtf,1.66453171,96148.22575,11/17/2021,1.66453171,96148.22575,11/23/2021,0,0
15P2hKQM15UbrrZxiJ3cowyBYz77wLP88D,2.87478335,69196.23338,3/20/2022,2.87478335,69064.31919,7/22/2022,0,131.914183
167MqAcy37fhkViZaW3ENr7xq2XdFCag2S,2.62782487,106906.9514,10/27/2021,2.62782487,101525.7358,8/15/2022,0,5381.215602
176Y3jyFEXjp1qbHYFzfXQhP3RoCudgcKe,0.04097795,1835.995086,4/3/2022,0.04097795,1825.873316,4/8/2022,0,10.12176995
1CrQP2HS4QEyLvWKJgtbCDvEYF5RnQNtKw,1.80413796,103501.9068,11/23/2021,1.80413796,103506.0162,12/2/2021,0,-4.109359764
1DAGPCJ7Nj2xmevcPpRJ215MoWaMPmjitT,0.84706786,21963.243,3/29/2022,0.84407782,22416.53472,8/11/2022,0.00299004,-453.291724
1HkMepzzNYPjp1UTduZJXEEbt85e52QNCo,0.47115593,19671.65523,11/17/2021,0.47115593,19100.79788,6/18/2023,0,570.8573479
1KRsppgrke77Eqy7vCJS9x69v9CAyBBJpJ,16.59108984,415698.6868,3/22/2022,16.59108984,418321.4855,11/23/2022,0,-2622.798761
1PsuH9ypdmVpCq4GtLWV3kuEogsXem2Vz5,0.003724,159.2351037,1/17/2022,0.003724,156.9251414,1/19/2022,0,2.309962297
33jLmRjGXwHPkZt14Nvnv7m8SX1Tsuyzsv,6.30147005,319333.2511,11/4/2021,6.30147005,316335.7296,1/28/2022,0,2997.521489
34qydUML6ZHsSNikyhQ1JJGyZdbQfNr4Qs,0.93388374,21617.32561,3/27/2022,0.93025674,22426.90034,6/16/2023,0.003627,-809.5747241
369P9EJY8MkJriUCpT6rLgmGcHYhgtdzHk,0.37821024,9421.42403,10/29/2020,0.37817475,9646.331773,5/3/2023,3.55E-05,-224.9077433
36sQjZg1bM6wrrpzuBjmRWg6c7mEdyuQzA,1.1516951,43947.83436,3/19/2022,1.1516951,43595.8808,6/15/2022,0,351.9535651
3AbR5NujYVVzjeNR8Tbqj2ixC4jeD7TnXq,0.8914094,34854.92243,2/24/2022,0.8914094,35198.62568,3/29/2022,0,-343.7032522
3DhsFgKv598WUcohfZ6sdrFM4fKSRZLubC,1.0614904,46688.12767,12/28/2021,1.0614904,46659.67873,5/22/2022,0,28.44894097
3DmaZ1A7FsUoNNUvHwVxFoZRehvoGkUj8Q,0.89826652,38351.9452,6/14/2021,0.89826652,42789.18277,2/9/2022,0,-4437.237565
3DsFggn7mCVr7VoryLKgRhKc58JZKeNd95,8.94394439,229629.7701,5/14/2022,8.94394439,229439.6278,1/30/2023,0,190.1423459
3F4TWtmNyA2B33oMz8dW1ieVHPUMoUZPC7,0.02188032,920.2639161,1/5/2022,0.02188032,717.7697847,5/19/2022,0,202.4941314
3H4sKVEwe5Z7eFzbjyu7Ay3SytD39b6wUZ,0.0361405,2100.946955,11/2/2021,0.0361405,1506.914318,4/14/2022,0,594.0326374
3LprbFhUPALcoj1f7UG9JdtZyX41KkFKuS,0.925,36085.39541,5/4/2022,0.925,36085.39541,5/4/2022,0,0
3MD1HNmtXvuxmF998muJU51NQNCTBotxMW,0.00476056,210.7381658,3/16/2022,0.00476056,137.9379852,6/13/2022,0,72.80018057
3PfNoRPc2QRmQxfmXHbn1DHDxHz1aWJcAR,9.97044211,223683.92,5/6/2022,9.97044211,222367.0917,11/20/2022,0,1316.828297
3QMeRENCyHZpNJS3i7K2xC7o4MY3bMb2Df,0.18824959,7996.808627,4/19/2022,0.18824959,8045.727473,4/21/2022,0,-48.91884522
3QhUTPyNuiDGPP2Mg8b4Hf1UHKYjJ34Y7j,0.98049933,24417.44983,5/15/2022,0.98049933,23507.28102,2/27/2023,0,910.1688129
