address,sum_in,sum_in_usd,sum_out,sum_out_usd,balance,count_in,count_out,currency_address,symbol,tokenType,annotation,first_transaction_time,last_transaction_time,receive_from_currencies,send_to_currencies
0x8f779ac801fc2d8512cf834404377e10bbecf5df,2559.867406,6081090.052,2559.867406,6081090.052,0,507,441,-,ETH,,,6/27/2021 22:48,9/7/2021 14:13,2,2
0x8f779ac801fc2d8512cf834404377e10bbecf5df,1522570.587,1523180.161,1522570.587,1523180.161,0,61,53,0xdac17f958d2ee523a2206206994597c13d831ec7,USDT,ERC20,,6/27/2021 22:48,9/7/2021 14:13,2,2
0x465eea759643116c69174f46f5c181e7a4b3cf9a,761.8972845,2034228.969,761.8972845,2034228.969,0,326,187,-,ETH,,,5/7/2021 6:48,11/11/2021 15:13,5,3
0x465eea759643116c69174f46f5c181e7a4b3cf9a,2102866.28,2103907.922,2102866.28,2103907.922,0,195,165,0xdac17f958d2ee523a2206206994597c13d831ec7,USDT,ERC20,,5/7/2021 6:48,11/11/2021 15:13,5,3
0x465eea759643116c69174f46f5c181e7a4b3cf9a,5000000.0,39.50000064,5000000.0,39.50000064,0,1,2,0x95ad61b0a150d79219dcf64e1e6cc01f0b64c4ce,SHIB,ERC20,,5/7/2021 6:48,11/11/2021 15:13,5,3
0x465eea759643116c69174f46f5c181e7a4b3cf9a,300000.0,0.0,300000.0,0.0,0,1,0,0x34278f6f40079eae344cbac61a764bcf85afc949,FF9.io,ERC20,,5/7/2021 6:48,11/11/2021 15:13,5,3
0x465eea759643116c69174f46f5c181e7a4b3cf9a,250000.0,0.0,250000.0,0.0,0,1,0,0x82dfdb2ec1aa6003ed4acba663403d7c2127ff67,akSwap.io,ERC20,,5/7/2021 6:48,11/11/2021 15:13,5,3
0x2867341ea3c216d752950065d578908ef99de7a2,423.6514777,893469.7123,423.6514777,893469.7123,0,85,81,-,ETH,,,6/26/2021 11:30,7/28/2021 21:03,2,2
0x2867341ea3c216d752950065d578908ef99de7a2,511199.1836,511277.661,511199.1836,511277.661,0,20,16,0xdac17f958d2ee523a2206206994597c13d831ec7,USDT,ERC20,,6/26/2021 11:30,7/28/2021 21:03,2,2
0x44a4013a4d999bfed8ab3e2eb06909574f4edd78,421.8196398,1050436.157,421.8196398,1050436.157,0,143,124,-,ETH,,,5/29/2021 0:07,6/28/2021 16:16,2,2
0x44a4013a4d999bfed8ab3e2eb06909574f4edd78,1030871.358,1031199.401,1030871.358,1031199.401,0,55,34,0xdac17f958d2ee523a2206206994597c13d831ec7,USDT,ERC20,,5/29/2021 0:07,6/28/2021 16:16,2,2
0x023a8f2586dea2c3769306faa246990f297cf981,3488798.54,3491810.329,3488798.54,3491810.329,0,857,380,0xdac17f958d2ee523a2206206994597c13d831ec7,USDT,ERC20,,12/22/2020 13:29,3/15/2022 10:35,10,6
0x023a8f2586dea2c3769306faa246990f297cf981,550.9148586,1374722.179,550.9148586,1374722.179,0,361,145,-,ETH,,,12/22/2020 13:29,3/15/2022 10:35,10,6
0x023a8f2586dea2c3769306faa246990f297cf981,17.11113175,0.0,17.11113175,0.0,0,77,75,0x3212b29e33587a00fb1c83346f5dbfa69a458923,imBTC,ERC20,,12/22/2020 13:29,3/15/2022 10:35,10,6
0x023a8f2586dea2c3769306faa246990f297cf981,0.0483763,0.0,0.0483763,0.0,0,5,3,0x9be89d2a4cd102d8fecc6bf9da793be995c22541,BBTC,ERC20,,12/22/2020 13:29,3/15/2022 10:35,10,6
0x023a8f2586dea2c3769306faa246990f297cf981,85.93,87.64937688,85.93,87.64937688,0,1,1,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,USDC,ERC20,,12/22/2020 13:29,3/15/2022 10:35,10,6
0x023a8f2586dea2c3769306faa246990f297cf981,0.83810739,29055.37604,0.83810739,29055.37604,0,1,1,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599,WBTC,ERC20,,12/22/2020 13:29,3/15/2022 10:35,10,6
0x023a8f2586dea2c3769306faa246990f297cf981,10.0,3.68051827,10.0,3.68051827,0,1,0,0xfd6c31bb6f05fc8db64f4b740ab758605c271fd8,CTCN,ERC20,,12/22/2020 13:29,3/15/2022 10:35,10,6
0x023a8f2586dea2c3769306faa246990f297cf981,50.0,0.494101783,50.0,0.494101783,0,1,0,0x8727c112c712c4a03371ac87a74dd6ab104af768,JET,ERC20,,12/22/2020 13:29,3/15/2022 10:35,10,6
0x023a8f2586dea2c3769306faa246990f297cf981,9.8,0.360362256,9.8,0.360362256,0,1,0,0xbbd900e05b4af2124390d206f70bc4e583b1be85,MINTYS,ERC20,,12/22/2020 13:29,3/15/2022 10:35,10,6
